MoleculeId,PredictedProbability
1664,0.835568998
1665,0.552125570
1666,0.423528951
1667,0.913130572
1668,0.357890819
1669,0.964363328
1670,0.761809107
1671,0.186256049
1672,0.990744655
1673,0.163224257
1674,0.097805682
1675,0.923532056
1676,0.923153013
1677,0.021846637
1678,0.945563150
1679,0.490265320
1680,0.832712108
1681,0.895438966
1682,0.214861929
1683,0.971729414
1684,0.730809460
1685,0.971177316
1686,0.182007944
1687,0.887923910
1688,0.496054474
1689,0.360989791
1690,0.880531648
1691,0.667477245
1692,0.052537337
1693,0.219905413
1694,0.562343186
1695,0.706312913
1696,0.108271056
1697,0.979438869
1698,0.031049232
1699,0.012260835
1700,0.109314360
1701,0.904078464
1702,0.959285743
1703,0.125879690
1704,0.854601216
1705,0.138734564
1706,0.253491513
1707,0.779584293
1708,0.004560892
1709,0.825836356
1710,0.232558937
1711,0.189636977
1712,0.497130493
1713,0.028082330
1714,0.102253370
1715,0.176621589
1716,0.019583132
1717,0.332188853
1718,0.994172192
1719,0.987791978
1720,0.429825102
1721,0.058249458
1722,0.059288747
1723,0.503447237
1724,0.458076933
1725,0.282506607
1726,0.963509614
1727,0.988202078
1728,0.588906724
1729,0.979192005
1730,0.606296209
1731,0.346754372
1732,0.210933779
1733,0.975252289
1734,0.881198914
1735,0.801726985
1736,0.995538261
1737,0.047864925
1738,0.957812664
1739,0.929242030
1740,0.993928388
1741,0.854705435
1742,0.864745598
1743,0.830710771
1744,0.362859250
1745,0.054352556
1746,0.268638230
1747,0.018530078
1748,0.949947358
1749,0.962036412
1750,0.182130293
1751,0.922634284
1752,0.930115780
1753,0.197543976
1754,0.144226478
1755,0.052506186
1756,0.989071872
1757,0.456486610
1758,0.031868305
1759,0.643235503
1760,0.913782361
1761,0.932260534
1762,0.987742074
1763,0.162658002
1764,0.510836836
1765,0.951263200
1766,0.974517277
1767,0.797946108
1768,0.786167800
1769,0.992241414
1770,0.839258970
1771,0.839095174
1772,0.994639046
1773,0.920851514
1774,0.540240040
1775,0.164943287
1776,0.964969142
1777,0.011619530
1778,0.867159503
1779,0.041645066
1780,0.473591228
1781,0.875296888
1782,0.856879612
1783,0.117981966
1784,0.742058177
1785,0.435111811
1786,0.002788685
1787,0.803345614
1788,0.404406120
1789,0.216800938
1790,0.298706382
1791,0.273136383
1792,0.820705522
1793,0.975083909
1794,0.113276958
1795,0.042555871
1796,0.812450669
1797,0.436758193
1798,0.554092349
1799,0.840496843
1800,0.130518220
1801,0.990579643
1802,0.116552946
1803,0.061328627
1804,0.291315309
1805,0.931382883
1806,0.562700458
1807,0.574984656
1808,0.089121815
1809,0.897658038
1810,0.950261288
1811,0.972409854
1812,0.395962748
1813,0.843324733
1814,0.617262795
1815,0.991305359
1816,0.264296455
1817,0.931885250
1818,0.199337429
1819,0.557775317
1820,0.265081247
1821,0.329942827
1822,0.263055366
1823,0.969848396
1824,0.976092479
1825,0.997640938
1826,0.898971412
1827,0.582598419
1828,0.978882862
1829,0.816558489
1830,0.961946363
1831,0.384238809
1832,0.108067111
1833,0.471031505
1834,0.736648273
1835,0.798794015
1836,0.451837855
1837,0.345145524
1838,0.059700606
1839,0.979836565
1840,0.715766115
1841,0.042726634
1842,0.935637504
1843,0.791156950
1844,0.204980978
1845,0.878108375
1846,0.159527889
1847,0.872327745
1848,0.649137166
1849,0.310983723
1850,0.577514692
1851,0.976032766
1852,0.041675405
1853,0.901235726
1854,0.957666933
1855,0.846512241
1856,0.964318722
1857,0.197840817
1858,0.070453153
1859,0.245068656
1860,0.984606853
1861,0.749074575
1862,0.104946903
1863,0.822537722
1864,0.990099795
1865,0.515902270
1866,0.941063827
1867,0.945146872
1868,0.938893859
1869,0.943761432
1870,0.581273789
1871,0.933974694
1872,0.970775316
1873,0.475772984
1874,0.107630136
1875,0.196389227
1876,0.808445062
1877,0.007247692
1878,0.213729106
1879,0.810232625
1880,0.921421094
1881,0.369309567
1882,0.114177690
1883,0.542086255
1884,0.076944179
1885,0.976865528
1886,0.166840486
1887,0.821177876
1888,0.992916407
1889,0.986171943
1890,0.037598970
1891,0.920948409
1892,0.256995978
1893,0.883583301
1894,0.353620630
1895,0.496543585
1896,0.889277855
1897,0.977682623
1898,0.568718030
1899,0.944001341
1900,0.136054586
1901,0.942523506
1902,0.948971498
1903,0.541614540
1904,0.006334799
1905,0.138425770
1906,0.051184195
1907,0.614848985
1908,0.096157603
1909,0.954025091
1910,0.168101592
1911,0.134012357
1912,0.938373994
1913,0.018151806
1914,0.951301886
1915,0.853907283
1916,0.192077858
1917,0.141457357
1918,0.189539973
1919,0.729801865
1920,0.574019082
1921,0.974267045
1922,0.537951895
1923,0.071547144
1924,0.231083119
1925,0.948640818
1926,0.431267864
1927,0.187209647
1928,0.904532792
1929,0.927523388
1930,0.041862178
1931,0.082202515
1932,0.090644297
1933,0.131237835
1934,0.985170320
1935,0.013664510
1936,0.074833019
1937,0.184748325
1938,0.989112436
1939,0.664918053
1940,0.653558316
1941,0.979743734
1942,0.991838336
1943,0.832999034
1944,0.197051026
1945,0.113253764
1946,0.195941443
1947,0.484667025
1948,0.746364136
1949,0.093234338
1950,0.375778570
1951,0.963342968
1952,0.063826088
1953,0.996883797
1954,0.257569799
1955,0.897633366
1956,0.209863106
1957,0.123608661
1958,0.054878428
1959,0.821463316
1960,0.531461628
1961,0.065146302
1962,0.108775840
1963,0.217878500
1964,0.716577457
1965,0.321868946
1966,0.325408555
1967,0.919719642
1968,0.216428935
1969,0.895809033
1970,0.226445275
1971,0.719207330
1972,0.913081452
1973,0.968422336
1974,0.608149313
1975,0.926002130
1976,0.902610632
1977,0.091815777
1978,0.923417368
1979,0.011451102
1980,0.889188661
1981,0.955714565
1982,0.070256639
1983,0.384267572
1984,0.124362096
1985,0.197070252
1986,0.997108347
1987,0.278634944
1988,0.511873560
1989,0.999704717
1990,0.751665035
1991,0.234036999
1992,0.890907548
1993,0.853602216
1994,0.169921061
1995,0.220964611
1996,0.960647857
1997,0.975349830
1998,0.991613264
1999,0.377063444
2000,0.509570887
2001,0.295002416
2002,0.998880399
2003,0.307636067
2004,0.958898946
2005,0.847661095
2006,0.208860127
2007,0.024115381
2008,0.991233938
2009,0.037708546
2010,0.124835330
2011,0.255517607
2012,0.747996178
2013,0.765194586
2014,0.773652495
2015,0.960489780
2016,0.966825759
2017,0.177074807
2018,0.362349763
2019,0.878932212
2020,0.905277660
2021,0.119424473
2022,0.919415251
2023,0.688660616
2024,0.390460913
2025,0.385844922
2026,0.115744860
2027,0.055524273
2028,0.228608476
2029,0.092898093
2030,0.922234204
2031,0.354641600
2032,0.934892908
2033,0.372534685
2034,0.104150059
2035,0.818398594
2036,0.947733373
2037,0.057506206
2038,0.428428689
2039,0.744804387
2040,0.814228330
2041,0.517782859
2042,0.504569086
2043,0.327235587
2044,0.121294507
2045,0.282894619
2046,0.467274100
2047,0.985458578
2048,0.983584219
2049,0.130563955
2050,0.061359646
2051,0.251621680
2052,0.971032509
2053,0.798446467
2054,0.420222965
2055,0.814397409
2056,0.689313343
2057,0.944032886
2058,0.842676640
2059,0.308802372
2060,0.271824633
2061,0.585938712
2062,0.990661484
2063,0.796640533
2064,0.023859513
2065,0.092766030
2066,0.397536375
2067,0.617860225
2068,0.706154685
2069,0.745554037
2070,0.973667373
2071,0.072976856
2072,0.171129564
2073,0.740016945
2074,0.999145836
2075,0.087263771
2076,0.966196819
2077,0.138510240
2078,0.926871445
2079,0.982272506
2080,0.886103102
2081,0.993294463
2082,0.310200124
2083,0.531557414
2084,0.985117294
2085,0.178370367
2086,0.118416384
2087,0.077652462
2088,0.313925552
2089,0.547137716
2090,0.086662243
2091,0.215190198
2092,0.896522627
2093,0.207999765
2094,0.838885567
2095,0.487606563
2096,0.640171529
2097,0.977657295
2098,0.932345815
2099,0.955925700
2100,0.941725743
2101,0.326273128
2102,0.090672894
2103,0.670629767
2104,0.600948942
2105,0.895674398
2106,0.082006735
2107,0.771289163
2108,0.959474437
2109,0.839410524
2110,0.568820382
2111,0.629331164
2112,0.133400651
2113,0.909871944
2114,0.335524700
2115,0.153119544
2116,0.126056186
2117,0.855277273
2118,0.090791210
2119,0.189230306
2120,0.956775557
2121,0.971033880
2122,0.934372159
2123,0.647037224
2124,0.091583010
2125,0.956303556
2126,0.057178345
2127,0.949979768
2128,0.632650247
2129,0.994496712
2130,0.079775747
2131,0.877744060
2132,0.146870903
2133,0.179805119
2134,0.848184012
2135,0.720391628
2136,0.095926268
2137,0.820301991
2138,0.961605381
2139,0.876794739
2140,0.058866084
2141,0.179441561
2142,0.469426601
2143,0.352662739
2144,0.103009586
2145,0.361883806
2146,0.986937406
2147,0.952685399
2148,0.667334730
2149,0.263850687
2150,0.383247678
2151,0.138131819
2152,0.181576683
2153,0.210316897
2154,0.827918032
2155,0.843807769
2156,0.010189689
2157,0.129045548
2158,0.588377931
2159,0.854107833
2160,0.991565075
2161,0.967472330
2162,0.938002318
2163,0.866622537
2164,0.946854831
2165,0.838458201
2166,0.729751121
2167,0.940228443
2168,0.078849739
2169,0.022854427
2170,0.874376779
2171,0.632165718
2172,0.931146354
2173,0.090763901
2174,0.007297639
2175,0.004709063
2176,0.852122741
2177,0.153010430
2178,0.239212373
2179,0.659045927
2180,0.944311241
2181,0.844836416
2182,0.206078515
2183,0.599620316
2184,0.103012762
2185,0.237373443
2186,0.083004499
2187,0.041638689
2188,0.994389934
2189,0.055762832
2190,0.304025955
2191,0.154859073
2192,0.360005950
2193,0.908314224
2194,0.190070636
2195,0.067927088
2196,0.360133960
2197,0.220153690
2198,0.137076553
2199,0.909358100
2200,0.903752622
2201,0.914833254
2202,0.945370194
2203,0.130036457
2204,0.700530526
2205,0.054094902
2206,0.326777098
2207,0.654230542
2208,0.990899210
2209,0.097019836
2210,0.067112878
2211,0.913503988
2212,0.676422652
2213,0.944932322
2214,0.759837701
2215,0.982026107
2216,0.546983812
2217,0.909468557
2218,0.267080891
2219,0.900534753
2220,0.990284914
2221,0.180042120
2222,0.891257085
2223,0.986639741
2224,0.071996086
2225,0.065856761
2226,0.465421634
2227,0.624096482
2228,0.558024446
2229,0.019119295
2230,0.840894257
2231,0.713252323
2232,0.008179382
2233,0.990826301
2234,0.088479647
2235,0.014099703
2236,0.012113363
2237,0.036514590
2238,0.382674934
2239,0.986887599
2240,0.226879553
2241,0.986911654
2242,0.975766438
2243,0.504237080
2244,0.997534961
2245,0.945540207
2246,0.311419593
2247,0.393839110
2248,0.723443098
2249,0.788839333
2250,0.746374775
2251,0.130230213
2252,0.017149488
2253,0.212971698
2254,0.868653768
2255,0.818762755
2256,0.611946388
2257,0.031091052
2258,0.642916009
2259,0.779621411
2260,0.842254868
2261,0.977559555
2262,0.043141016
2263,0.078159084
2264,0.288841954
2265,0.969111620
2266,0.992259333
2267,0.517603802
2268,0.460795894
2269,0.030859757
2270,0.259701667
2271,0.977457176
2272,0.386977029
2273,0.575606199
2274,0.424325542
2275,0.739848030
2276,0.923887423
2277,0.047171109
2278,0.718520613
2279,0.227489628
2280,0.040085534
2281,0.175614187
2282,0.174928769
2283,0.079772079
2284,0.292501011
2285,0.185538149
2286,0.623948560
2287,0.095065673
2288,0.978743584
2289,0.952286915
2290,0.902887770
2291,0.981355711
2292,0.234270008
2293,0.994591239
2294,0.938829106
2295,0.833327835
2296,0.061046714
2297,0.474143073
2298,0.771901649
2299,0.432233567
2300,0.995100118
2301,0.069486617
2302,0.959125264
2303,0.787541488
2304,0.897441083
2305,0.697150812
2306,0.638177122
2307,0.737755322
2308,0.091195619
2309,0.965309779
2310,0.938695467
2311,0.170787804
2312,0.844863947
2313,0.983882984
2314,0.992381381
2315,0.294381754
2316,0.771289324
2317,0.002955571
2318,0.514825130
2319,0.953442356
2320,0.339480125
2321,0.938295280
2322,0.809374968
2323,0.138007280
2324,0.998069194
2325,0.035241265
2326,0.587745231
2327,0.925265262
2328,0.934429746
2329,0.105706013
2330,0.343344223
2331,0.312353783
2332,0.058071354
2333,0.910192142
2334,0.254815684
2335,0.548288859
2336,0.998240253
2337,0.141444949
2338,0.924205754
2339,0.143948129
2340,0.970397998
2341,0.968999509
2342,0.980476004
2343,0.993759241
2344,0.665389177
2345,0.944654801
2346,0.773155023
2347,0.513275153
2348,0.261700488
2349,0.182725027
2350,0.024910024
2351,0.903035329
2352,0.302018521
2353,0.174943628
2354,0.149335708
2355,0.069635757
2356,0.108852991
2357,0.926101641
2358,0.253808301
2359,0.989934684
2360,0.772831451
2361,0.906326240
2362,0.202433802
2363,0.894897748
2364,0.058845275
2365,0.310635885
2366,0.962611412
2367,0.859892881
2368,0.491862961
2369,0.980543419
2370,0.969113063
2371,0.699535083
2372,0.888983577
2373,0.096619006
2374,0.228145196
2375,0.208127438
2376,0.967536063
2377,0.042169242
2378,0.077386804
2379,0.007425496
2380,0.952211456
2381,0.015498170
2382,0.197172133
2383,0.884864616
2384,0.222755361
2385,0.104686987
2386,0.818053817
2387,0.879112773
2388,0.228097662
2389,0.942933681
2390,0.839346311
2391,0.957283108
2392,0.118528920
2393,0.995979736
2394,0.989203386
2395,0.105484115
2396,0.896667188
2397,0.005956493
2398,0.011578593
2399,0.901803215
2400,0.900194800
2401,0.600146320
2402,0.577092658
2403,0.370814855
2404,0.894466543
2405,0.903516916
2406,0.965072857
2407,0.646841781
2408,0.986999377
2409,0.979262709
2410,0.659521378
2411,0.994639770
2412,0.285653122
2413,0.898023597
2414,0.053401358
2415,0.093191249
2416,0.750674373
2417,0.698806743
2418,0.753532344
2419,0.028737887
2420,0.189629443
2421,0.044122367
2422,0.300503142
2423,0.403278478
2424,0.971336809
2425,0.322875100
2426,0.799081212
2427,0.029016692
2428,0.934751226
2429,0.934895204
2430,0.993990690
2431,0.561150081
2432,0.167545577
2433,0.391059287
2434,0.477824054
2435,0.162868228
2436,0.843669124
2437,0.026746291
2438,0.085777896
2439,0.960238317
2440,0.970028200
2441,0.982399117
2442,0.029335195
2443,0.008051369
2444,0.779164298
2445,0.899248018
2446,0.637833857
2447,0.941704909
2448,0.091223936
2449,0.507429312
2450,0.057762327
2451,0.187998424
2452,0.172657437
2453,0.039198205
2454,0.916600269
2455,0.013042260
2456,0.066412797
2457,0.768089997
2458,0.410952431
2459,0.154739156
2460,0.983741966
2461,0.766211041
2462,0.950578615
2463,0.991028154
2464,0.947641895
2465,0.562202060
2466,0.980802124
2467,0.806578750
2468,0.098412492
2469,0.878108448
2470,0.138793318
2471,0.995657857
2472,0.399169649
2473,0.636286893
2474,0.305675822
2475,0.168127619
2476,0.957165722
2477,0.035494131
2478,0.079464816
2479,0.903621590
2480,0.936854261
2481,0.049239867
2482,0.905602044
2483,0.056705358
2484,0.352021478
2485,0.509397127
2486,0.976622657
2487,0.047195736
2488,0.414588596
2489,0.894541891
2490,0.241819146
2491,0.845167054
2492,0.983420008
2493,0.986121107
2494,0.423962609
2495,0.768694233
2496,0.187202018
2497,0.270268200
2498,0.058427190
2499,0.984654633
2500,0.775023758
2501,0.162806701
